store_code	id	quantity	availability
GFG-LE1	2777148	1	in_stock
GFG-LE1	2777186	0	out_of_stock
GFG-LE1	2777156	1	in_stock
GFG-LE1	2777177	1	in_stock
GFG-LE1	2777146	1	in_stock
GFG-LE1	2777165	1	in_stock
GFG-LE1	2777195	0	out_of_stock
GFG-LE1	2777172	0	out_of_stock
GFG-LE1	2777183	1	in_stock
GFG-LE1	2777191	1	in_stock
GFG-LE1	2777166	1	in_stock
GFG-LE1	2777157	1	in_stock
GFG-LE1	2777204	1	in_stock
GFG-LE1	2777143	1	in_stock
GFG-LE1	2777174	1	in_stock
GFG-LE1	2777226	0	out_of_stock
GFG-LE1	2777215	0	out_of_stock
GFG-LE1	2777209	0	out_of_stock
GFG-LE1	2777228	1	in_stock
GFG-LE1	2777207	1	in_stock
GFG-LE1	2777218	0	out_of_stock
GFG-LE1	2777219	1	in_stock
GFG-LE1	2777211	0	out_of_stock
GFG-LE1	2777210	0	out_of_stock
GFG-LE1	2777227	0	out_of_stock
GFG-LE1	2777223	1	in_stock
GFG-LE1	2777221	1	in_stock
GFG-LE1	2777208	1	in_stock
GFG-LE1	2777224	1	in_stock
GFG-LE1	2777213	1	in_stock
GFG-LE1	2777217	0	out_of_stock
GFG-LE1	2777220	1	in_stock
GFG-LE1	2777222	0	out_of_stock
GFG-LE1	2777212	1	in_stock
GFG-LE1	3354411	1	in_stock
GFG-LE1	4595860	0	out_of_stock
GFG-LE1	6401456	0	out_of_stock
GFG-LE1	6401460	0	out_of_stock
GFG-LE1	6401463	0	out_of_stock
GFG-LE1	4595862	1	in_stock
GFG-LE1	4055223	0	out_of_stock
GFG-LE1	4055225	0	out_of_stock
GFG-LE1	4140490	0	out_of_stock
GFG-LE1	4140491	0	out_of_stock
GFG-LE1	4447660	0	out_of_stock
GFG-LE1	4754541	0	out_of_stock
GFG-LE1	5104749	0	out_of_stock
GFG-LE1	5104751	1	in_stock
GFG-LE1	5104839	0	out_of_stock
GFG-LE1	6007548	0	out_of_stock
GFG-LE1	17079608	0	out_of_stock
GFG-LE1	4140516	0	out_of_stock
GFG-LE1	4140517	0	out_of_stock
GFG-LE1	4484852	0	out_of_stock
GFG-LE1	4809985	0	out_of_stock
GFG-LE1	6059728	1	in_stock
GFG-LE1	6064557	1	in_stock
GFG-LE1	3658615	0	out_of_stock
GFG-LE1	6055524	0	out_of_stock
GFG-LE1	6055526	0	out_of_stock
GFG-LE1	7484896	0	out_of_stock
GFG-LE1	4140512	1	in_stock
GFG-LE1	4140519	1	in_stock
GFG-LE1	4484843	0	out_of_stock
GFG-LE1	5607889	1	in_stock
GFG-LE1	5607890	0	out_of_stock
GFG-LE1	4055224	0	out_of_stock
GFG-LE1	4447738	0	out_of_stock
GFG-LE1	4809984	0	out_of_stock
GFG-LE1	9488530	0	out_of_stock
GFG-LE1	9488507	0	out_of_stock
GFG-LE1	9488510	0	out_of_stock
GFG-LE1	4148122	0	out_of_stock
GFG-LE1	2816571	1	in_stock
GFG-LE1	2816572	0	out_of_stock
GFG-LE1	2816603	0	out_of_stock
GFG-LE1	2971632	0	out_of_stock
GFG-LE1	2816547	1	in_stock
GFG-LE1	2971570	0	out_of_stock
GFG-LE1	2801526	0	out_of_stock
GFG-LE1	2816847	0	out_of_stock
GFG-LE1	2816846	0	out_of_stock
GFG-LE1	2801558	0	out_of_stock
GFG-LE1	2971633	0	out_of_stock
GFG-LE1	2801534	0	out_of_stock
GFG-LE1	2801527	0	out_of_stock
GFG-LE1	2829883	1	in_stock
GFG-LE1	2971567	0	out_of_stock
GFG-LE1	2971548	0	out_of_stock
GFG-LE1	2816549	0	out_of_stock
GFG-LE1	2801472	0	out_of_stock
GFG-LE1	2801471	0	out_of_stock
GFG-LE1	2829826	0	out_of_stock
GFG-LE1	2816552	0	out_of_stock
GFG-LE1	2816578	0	out_of_stock
GFG-LE1	2993102	0	out_of_stock
GFG-LE1	2981261	0	out_of_stock
GFG-LE1	2993201	0	out_of_stock
GFG-LE1	2981272	0	out_of_stock
GFG-LE1	2981276	0	out_of_stock
GFG-LE1	2993137	0	out_of_stock
GFG-LE1	2977840	1	in_stock
GFG-LE1	2977841	0	out_of_stock
GFG-LE1	2801531	0	out_of_stock
GFG-LE1	2816553	0	out_of_stock
GFG-LE1	9339305	1	in_stock
GFG-LE1	3925294	0	out_of_stock
GFG-LE1	2981275	0	out_of_stock
GFG-LE1	9368631	0	out_of_stock
GFG-LE1	2977785	0	out_of_stock
GFG-LE1	2993170	0	out_of_stock
GFG-LE1	3925290	0	out_of_stock
GFG-LE1	2977846	1	in_stock
GFG-LE1	2977848	0	out_of_stock
GFG-LE1	2977849	0	out_of_stock
GFG-LE1	2981333	0	out_of_stock
GFG-LE1	2993231	0	out_of_stock
GFG-LE1	2993317	1	in_stock
GFG-LE1	2829912	0	out_of_stock
GFG-LE1	2977821	0	out_of_stock
GFG-LE1	2971640	1	in_stock
GFG-LE1	2816555	0	out_of_stock
GFG-LE1	9368697	1	in_stock
GFG-LE1	9368692	0	out_of_stock
GFG-LE1	9368671	0	out_of_stock
GFG-LE1	9345469	1	in_stock
GFG-LE1	9465896	1	in_stock
GFG-LE1	10638015	1	in_stock
GFG-LE1	2816569	0	out_of_stock
GFG-LE1	2816568	0	out_of_stock
GFG-LE1	2816582	0	out_of_stock
GFG-LE1	2816583	0	out_of_stock
GFG-LE1	2816856	1	in_stock
GFG-LE1	2829911	0	out_of_stock
GFG-LE1	2971630	0	out_of_stock
GFG-LE1	2993140	1	in_stock
GFG-LE1	2977784	0	out_of_stock
GFG-LE1	2977783	0	out_of_stock
GFG-LE1	2977864	1	in_stock
GFG-LE1	2977851	1	in_stock
GFG-LE1	2981331	0	out_of_stock
GFG-LE1	2993228	0	out_of_stock
GFG-LE1	2981271	0	out_of_stock
GFG-LE1	2981319	0	out_of_stock
GFG-LE1	2993169	0	out_of_stock
GFG-LE1	2993237	0	out_of_stock
GFG-LE1	2993241	0	out_of_stock
GFG-LE1	2993217	0	out_of_stock
GFG-LE1	2993202	0	out_of_stock
GFG-LE1	2993136	0	out_of_stock
GFG-LE1	2993311	0	out_of_stock
GFG-LE1	2993192	0	out_of_stock
GFG-LE1	2971562	0	out_of_stock
GFG-LE1	2829934	0	out_of_stock
GFG-LE1	2829943	0	out_of_stock
GFG-LE1	2829941	0	out_of_stock
GFG-LE1	2829942	0	out_of_stock
GFG-LE1	2829945	1	in_stock
GFG-LE1	2829957	0	out_of_stock
GFG-LE1	2829975	0	out_of_stock
GFG-LE1	2829972	0	out_of_stock
GFG-LE1	2829976	0	out_of_stock
GFG-LE1	2829966	0	out_of_stock
GFG-LE1	2829968	0	out_of_stock
GFG-LE1	2829987	1	in_stock
GFG-LE1	2829993	0	out_of_stock
GFG-LE1	2829954	0	out_of_stock
GFG-LE1	2971561	0	out_of_stock
GFG-LE1	2801490	0	out_of_stock
GFG-LE1	2816559	0	out_of_stock
GFG-LE1	2829864	1	in_stock
GFG-LE1	2971560	0	out_of_stock
GFG-LE1	2971578	0	out_of_stock
GFG-LE1	2993335	0	out_of_stock
GFG-LE1	9300155	1	in_stock
GFG-LE1	2816588	0	out_of_stock
GFG-LE1	2977781	0	out_of_stock
GFG-LE1	2977793	0	out_of_stock
GFG-LE1	2977834	0	out_of_stock
GFG-LE1	2977833	0	out_of_stock
GFG-LE1	2977816	0	out_of_stock
GFG-LE1	2981344	0	out_of_stock
GFG-LE1	2977861	0	out_of_stock
GFG-LE1	2977835	0	out_of_stock
GFG-LE1	2981306	1	in_stock
GFG-LE1	2993196	1	in_stock
GFG-LE1	2993198	0	out_of_stock
GFG-LE1	2993204	0	out_of_stock
GFG-LE1	2993206	0	out_of_stock
GFG-LE1	2993068	0	out_of_stock
GFG-LE1	2993330	0	out_of_stock
GFG-LE1	2993337	0	out_of_stock
GFG-LE1	2816536	0	out_of_stock
GFG-LE1	10176759	1	in_stock
GFG-LE1	2816635	1	in_stock
GFG-LE1	2829879	1	in_stock
GFG-LE1	2829907	0	out_of_stock
GFG-LE1	2829939	0	out_of_stock
GFG-LE1	2829951	0	out_of_stock
GFG-LE1	2829950	0	out_of_stock
GFG-LE1	2971552	0	out_of_stock
GFG-LE1	2971576	0	out_of_stock
GFG-LE1	2816803	0	out_of_stock
GFG-LE1	9508248	1	in_stock
GFG-LE1	2801481	1	in_stock
GFG-LE1	2816561	1	in_stock
GFG-LE1	2829836	1	in_stock
GFG-LE1	2981269	1	in_stock
GFG-LE1	2993165	0	out_of_stock
GFG-LE1	9358484	0	out_of_stock
GFG-LE1	2829815	0	out_of_stock
GFG-LE1	2816563	0	out_of_stock
GFG-LE1	2829838	1	in_stock
GFG-LE1	2816562	1	in_stock
GFG-LE1	2801483	0	out_of_stock
GFG-LE1	3925291	0	out_of_stock
GFG-LE1	2829839	0	out_of_stock
GFG-LE1	2829952	1	in_stock
GFG-LE1	2816634	1	in_stock
GFG-LE1	9346884	0	out_of_stock
GFG-LE1	2829921	1	in_stock
GFG-LE1	2977779	0	out_of_stock
GFG-LE1	2977819	0	out_of_stock
GFG-LE1	2981268	0	out_of_stock
GFG-LE1	2981267	0	out_of_stock
GFG-LE1	2981342	0	out_of_stock
GFG-LE1	2993162	0	out_of_stock
GFG-LE1	2993176	0	out_of_stock
GFG-LE1	2993164	0	out_of_stock
GFG-LE1	2993208	0	out_of_stock
GFG-LE1	2993056	1	in_stock
GFG-LE1	2993076	0	out_of_stock
GFG-LE1	2993306	1	in_stock
GFG-LE1	2993284	0	out_of_stock
GFG-LE1	2993325	0	out_of_stock
GFG-LE1	9445100	1	in_stock
GFG-LE1	2816591	0	out_of_stock
GFG-LE1	9488497	1	in_stock
GFG-LE1	2801515	0	out_of_stock
GFG-LE1	2801457	0	out_of_stock
GFG-LE1	2816619	0	out_of_stock
GFG-LE1	2816567	0	out_of_stock
GFG-LE1	2829938	0	out_of_stock
GFG-LE1	2829962	0	out_of_stock
GFG-LE1	2971589	0	out_of_stock
GFG-LE1	9345466	0	out_of_stock
GFG-LE1	2801459	0	out_of_stock
GFG-LE1	2993060	0	out_of_stock
GFG-LE1	2993061	1	in_stock
GFG-LE1	2801520	1	in_stock
GFG-LE1	2981281	1	in_stock
GFG-LE1	2977776	0	out_of_stock
GFG-LE1	2993161	0	out_of_stock
GFG-LE1	2977796	1	in_stock
GFG-LE1	2977794	0	out_of_stock
GFG-LE1	2977792	1	in_stock
GFG-LE1	2993183	1	in_stock
GFG-LE1	2993178	1	in_stock
GFG-LE1	2993236	0	out_of_stock
GFG-LE1	2981312	0	out_of_stock
GFG-LE1	10208885	0	out_of_stock
GFG-LE1	2981284	0	out_of_stock
GFG-LE1	2981285	1	in_stock
GFG-LE1	2993177	0	out_of_stock
GFG-LE1	10185148	0	out_of_stock
GFG-LE1	2993064	1	in_stock
GFG-LE1	2801549	0	out_of_stock
GFG-LE1	2981315	1	in_stock
GFG-LE1	2971663	0	out_of_stock
GFG-LE1	2971659	0	out_of_stock
GFG-LE1	2971664	1	in_stock
GFG-LE1	2971670	1	in_stock
GFG-LE1	2971678	0	out_of_stock
GFG-LE1	2971660	0	out_of_stock
GFG-LE1	2971673	1	in_stock
GFG-LE1	2971679	0	out_of_stock
GFG-LE1	2993079	0	out_of_stock
GFG-LE1	2971665	0	out_of_stock
GFG-LE1	2971666	0	out_of_stock
GFG-LE1	2971671	1	in_stock
GFG-LE1	2971622	0	out_of_stock
GFG-LE1	2977857	1	in_stock
GFG-LE1	2971661	0	out_of_stock
GFG-LE1	2971674	1	in_stock
GFG-LE1	2971667	1	in_stock
GFG-LE1	2829949	0	out_of_stock
GFG-LE1	10208888	1	in_stock
GFG-LE1	2829948	0	out_of_stock
GFG-LE1	2993246	0	out_of_stock
GFG-LE1	2981316	0	out_of_stock
GFG-LE1	2801458	1	in_stock
GFG-LE1	2816788	0	out_of_stock
GFG-LE1	2971681	0	out_of_stock
GFG-LE1	2971668	1	in_stock
GFG-LE1	2971676	0	out_of_stock
GFG-LE1	2971682	0	out_of_stock
GFG-LE1	2816786	0	out_of_stock
GFG-LE1	2977824	1	in_stock
GFG-LE1	2829963	0	out_of_stock
GFG-LE1	3925287	0	out_of_stock
GFG-LE1	2971582	1	in_stock
GFG-LE1	2993210	0	out_of_stock
GFG-LE1	2993277	0	out_of_stock
GFG-LE1	2993096	1	in_stock
GFG-LE1	2971549	0	out_of_stock
GFG-LE1	2816618	0	out_of_stock
GFG-LE1	2829817	0	out_of_stock
GFG-LE1	2829981	0	out_of_stock
GFG-LE1	2971623	1	in_stock
GFG-LE1	2816835	1	in_stock
GFG-LE1	2993094	0	out_of_stock
GFG-LE1	2977856	1	in_stock
GFG-LE1	2977827	1	in_stock
GFG-LE1	2971662	1	in_stock
GFG-LE1	2993181	0	out_of_stock
GFG-LE1	2993163	0	out_of_stock
GFG-LE1	2829878	1	in_stock
GFG-LE1	2993182	1	in_stock
GFG-LE1	3925296	1	in_stock
GFG-LE1	2993180	0	out_of_stock
GFG-LE1	2993235	1	in_stock
GFG-LE1	2993090	0	out_of_stock
GFG-LE1	2993099	0	out_of_stock
GFG-LE1	2993273	0	out_of_stock
GFG-LE1	2816565	0	out_of_stock
GFG-LE1	2816808	0	out_of_stock
GFG-LE1	2829843	0	out_of_stock
GFG-LE1	2829936	0	out_of_stock
GFG-LE1	2829956	0	out_of_stock
GFG-LE1	2829964	0	out_of_stock
GFG-LE1	2971550	0	out_of_stock
GFG-LE1	2971571	0	out_of_stock
GFG-LE1	2971588	0	out_of_stock
GFG-LE1	2971625	0	out_of_stock
GFG-LE1	2971587	1	in_stock
GFG-LE1	2971572	0	out_of_stock
GFG-LE1	2993278	1	in_stock
GFG-LE1	2993211	1	in_stock
GFG-LE1	2981264	0	out_of_stock
GFG-LE1	2977825	0	out_of_stock
GFG-LE1	9339307	1	in_stock
GFG-LE1	2977799	0	out_of_stock
GFG-LE1	2993179	1	in_stock
GFG-LE1	2801461	0	out_of_stock
GFG-LE1	6405912	0	out_of_stock
GFG-LE1	2971586	1	in_stock
GFG-LE1	2829965	1	in_stock
GFG-LE1	2977832	1	in_stock
GFG-LE1	2977831	0	out_of_stock
GFG-LE1	2801477	0	out_of_stock
GFG-LE1	2816542	1	in_stock
GFG-LE1	2829944	0	out_of_stock
GFG-LE1	2971557	0	out_of_stock
GFG-LE1	9345562	1	in_stock
GFG-LE1	2977774	0	out_of_stock
GFG-LE1	2993158	1	in_stock
GFG-LE1	2993215	1	in_stock
GFG-LE1	2993082	0	out_of_stock
GFG-LE1	9343930	0	out_of_stock
GFG-LE1	2971584	1	in_stock
GFG-LE1	2993234	0	out_of_stock
GFG-LE1	2981336	1	in_stock
GFG-LE1	3324508	0	out_of_stock
GFG-LE1	3324509	0	out_of_stock
GFG-LE1	3925288	1	in_stock
GFG-LE1	9345506	1	in_stock
GFG-LE1	9345509	1	in_stock
GFG-LE1	2829977	1	in_stock
GFG-LE1	2981277	0	out_of_stock
GFG-LE1	2993184	1	in_stock
GFG-LE1	2981288	0	out_of_stock
GFG-LE1	10185157	0	out_of_stock
GFG-LE1	2993185	1	in_stock
GFG-LE1	3403789	0	out_of_stock
GFG-LE1	9345518	1	in_stock
GFG-LE1	2993173	0	out_of_stock
GFG-LE1	2993186	1	in_stock
GFG-LE1	9512413	0	out_of_stock
GFG-LE1	2993269	0	out_of_stock
GFG-LE1	9494520	1	in_stock
GFG-LE1	2801463	0	out_of_stock
GFG-LE1	2974931	0	out_of_stock
GFG-LE1	2801504	1	in_stock
GFG-LE1	2816566	0	out_of_stock
GFG-LE1	3925292	1	in_stock
GFG-LE1	2977866	0	out_of_stock
GFG-LE1	2981289	1	in_stock
GFG-LE1	2981303	1	in_stock
GFG-LE1	9480338	1	in_stock
GFG-LE1	10208910	1	in_stock
GFG-LE1	10208943	1	in_stock
GFG-LE1	2974947	1	in_stock
GFG-LE1	9480347	1	in_stock
GFG-LE1	10230983	1	in_stock
GFG-LE1	2974948	1	in_stock
GFG-LE1	2974942	1	in_stock
GFG-LE1	2974941	1	in_stock
GFG-LE1	2974933	0	out_of_stock
GFG-LE1	9368614	1	in_stock
GFG-LE1	9300777	0	out_of_stock
GFG-LE1	9301188	1	in_stock
GFG-LE1	9300144	1	in_stock
GFG-LE1	2993087	1	in_stock
GFG-LE1	9300193	1	in_stock
GFG-LE1	2974946	1	in_stock
GFG-LE1	2993292	0	out_of_stock
GFG-LE1	3925285	0	out_of_stock
GFG-LE1	2829920	0	out_of_stock
GFG-LE1	2993089	0	out_of_stock
GFG-LE1	2829979	0	out_of_stock
GFG-LE1	2993294	0	out_of_stock
GFG-LE1	9358488	0	out_of_stock
GFG-LE1	9345499	1	in_stock
GFG-LE1	9346696	1	in_stock
GFG-LE1	2993200	0	out_of_stock
GFG-LE1	3925274	1	in_stock
GFG-LE1	2977853	1	in_stock
GFG-LE1	2977789	0	out_of_stock
GFG-LE1	3345076	0	out_of_stock
GFG-LE1	2977773	0	out_of_stock
GFG-LE1	2996356	0	out_of_stock
GFG-LE1	2996363	0	out_of_stock
GFG-LE1	2996346	0	out_of_stock
GFG-LE1	2996370	0	out_of_stock
GFG-LE1	2996367	1	in_stock
GFG-LE1	2996359	0	out_of_stock
GFG-LE1	2996360	0	out_of_stock
GFG-LE1	2996342	0	out_of_stock
GFG-LE1	2996347	0	out_of_stock
GFG-LE1	2996372	0	out_of_stock
GFG-LE1	2996343	0	out_of_stock
GFG-LE1	2816801	0	out_of_stock
GFG-LE1	2816543	0	out_of_stock
GFG-LE1	3925295	0	out_of_stock
GFG-LE1	9468051	0	out_of_stock
GFG-LE1	3925298	0	out_of_stock
GFG-LE1	3925299	0	out_of_stock
GFG-LE1	2993245	0	out_of_stock
GFG-LE1	9346902	0	out_of_stock
GFG-LE1	2816580	1	in_stock
GFG-LE1	3925297	0	out_of_stock
GFG-LE1	3925275	0	out_of_stock
GFG-LE1	3925282	0	out_of_stock
GFG-LE1	3925279	0	out_of_stock
GFG-LE1	9343923	0	out_of_stock
GFG-LE1	3925277	0	out_of_stock
GFG-LE1	3925278	0	out_of_stock
GFG-LE1	3324499	0	out_of_stock
GFG-LE1	3324500	0	out_of_stock
GFG-LE1	3324501	0	out_of_stock
GFG-LE1	3403784	0	out_of_stock
GFG-LE1	3403786	0	out_of_stock
GFG-LE1	3403790	0	out_of_stock
GFG-LE1	3324520	0	out_of_stock
GFG-LE1	3403799	0	out_of_stock
GFG-LE1	3403798	0	out_of_stock
GFG-LE1	3324517	0	out_of_stock
GFG-LE1	3403787	0	out_of_stock
GFG-LE1	3403788	0	out_of_stock
GFG-LE1	3324507	0	out_of_stock
GFG-LE1	3324503	0	out_of_stock
GFG-LE1	3324502	0	out_of_stock
GFG-LE1	3403802	1	in_stock
GFG-LE1	3403809	0	out_of_stock
GFG-LE1	3551761	0	out_of_stock
GFG-LE1	3551763	0	out_of_stock
GFG-LE1	3551772	1	in_stock
GFG-LE1	3551767	1	in_stock
GFG-LE1	3925934	0	out_of_stock
GFG-LE1	10185150	0	out_of_stock
GFG-LE1	3925937	1	in_stock
GFG-LE1	3925935	0	out_of_stock
GFG-LE1	3925936	1	in_stock
GFG-LE1	3925938	0	out_of_stock
GFG-LE1	4148134	0	out_of_stock
GFG-LE1	4482608	0	out_of_stock
GFG-LE1	4586785	1	in_stock
GFG-LE1	4148127	0	out_of_stock
GFG-LE1	4586794	0	out_of_stock
GFG-LE1	4148118	0	out_of_stock
GFG-LE1	9346591	0	out_of_stock
GFG-LE1	9346628	0	out_of_stock
GFG-LE1	9346632	0	out_of_stock
GFG-LE1	4148119	0	out_of_stock
GFG-LE1	4148115	0	out_of_stock
GFG-LE1	4482611	0	out_of_stock
GFG-LE1	9341068	0	out_of_stock
GFG-LE1	9465913	0	out_of_stock
GFG-LE1	4148129	0	out_of_stock
GFG-LE1	4148123	0	out_of_stock
GFG-LE1	9509513	0	out_of_stock
GFG-LE1	9465905	0	out_of_stock
GFG-LE1	4148135	0	out_of_stock
GFG-LE1	9345580	0	out_of_stock
GFG-LE1	9345573	0	out_of_stock
GFG-LE1	4148131	0	out_of_stock
GFG-LE1	4586786	0	out_of_stock
GFG-LE1	4148124	0	out_of_stock
